quantization,execution_mode,idx,op_type,dst,dst_type,dst_buft,src0,src0_buft,block_index,logical_layer,tensor_role,assigned_backend,prefill_us,decode_us,timing_source,fused_note
Q4_0,HTP0,569,RMS_NORM,norm,f32,HTP0,ffn_out-29,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,570,ADD,l_out-29,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q4_0,HTP0,571,RMS_NORM,norm,f32,HTP0,l_out-29,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,0,MUL_MAT,Qcur-0,f32,HTP0,blk.0.attn_q.weight,HTP0-REPACK,0,blk.0,attn_q,HTP0,23,153,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,1,MUL_MAT,Vcur-0,f32,HTP0,blk.0.attn_v.weight,HTP0-REPACK,0,blk.0,attn_v,HTP0,247,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,2,MUL_MAT,Kcur-0,f32,HTP0,blk.0.attn_k.weight,HTP0-REPACK,0,blk.0,attn_k,HTP0,248,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,3,RMS_NORM,norm-0,f32,HTP0,Qcur-0,HTP0,0,blk.0,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,4,ROPE,Qcur-0,f32,HTP0,Qcur_normed-0,HTP0,0,blk.0,attn_q,HTP0,23,153,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,5,RMS_NORM,norm-0,f32,HTP0,Kcur-0,HTP0,0,blk.0,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,6,ROPE,Kcur-0,f32,HTP0,Kcur_normed-0,HTP0,0,blk.0,attn_k,HTP0,248,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,7,SET_ROWS,cache_k_l0 (view),f16,HTP0,Kcur-0 (view),HTP0,0,blk.0,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,8,SET_ROWS,cache_v_l0 (view),f16,HTP0,Vcur-0 (view),HTP0,0,blk.0,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,9,FLASH_ATTN_EXT,__fattn__-0,f32,HTP0,Qcur-0 (view) (permuted),HTP0,0,blk.0,attn_q,HTP0,274,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,10,MUL_MAT,attn_out-0,f32,HTP0,blk.0.attn_output.weight,HTP0-REPACK,0,blk.0,attn_output,HTP0,493,107,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,11,RMS_NORM,norm-0,f32,HTP0,attn_out-0,HTP0,0,blk.0,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,12,ADD,ffn_inp-0,f32,HTP0,attn_post_norm-0,HTP0,0,blk.0,norm,HTP0,222,8,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,13,MUL_MAT,ffn_gate-0,f32,HTP0,blk.0.ffn_gate.weight,HTP0-REPACK,0,blk.0,ffn_gate,HTP0,830,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,14,MUL_MAT,ffn_up-0,f32,HTP0,blk.0.ffn_up.weight,HTP0-REPACK,0,blk.0,ffn_up,HTP0,854,416,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,15,GLU,ffn_swiglu-0,f32,HTP0,ffn_gate-0,HTP0,0,blk.0,ffn_gate,HTP0,706,12,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,16,MUL_MAT,ffn_out-0,f32,HTP0,blk.0.ffn_down.weight,HTP0-REPACK,0,blk.0,ffn_down,HTP0,874,209,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,17,RMS_NORM,norm,f32,HTP0,ffn_out-0,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,18,ADD,l_out-0,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,230,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,19,MUL_MAT,Qcur-1,f32,HTP0,blk.1.attn_q.weight,HTP0-REPACK,1,blk.1,attn_q,HTP0,17,145,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,20,MUL_MAT,Vcur-1,f32,HTP0,blk.1.attn_v.weight,HTP0-REPACK,1,blk.1,attn_v,HTP0,237,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,21,MUL_MAT,Kcur-1,f32,HTP0,blk.1.attn_k.weight,HTP0-REPACK,1,blk.1,attn_k,HTP0,244,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,22,RMS_NORM,norm-1,f32,HTP0,Qcur-1,HTP0,1,blk.1,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,23,ROPE,Qcur-1,f32,HTP0,Qcur_normed-1,HTP0,1,blk.1,attn_q,HTP0,17,145,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,24,RMS_NORM,norm-1,f32,HTP0,Kcur-1,HTP0,1,blk.1,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,25,ROPE,Kcur-1,f32,HTP0,Kcur_normed-1,HTP0,1,blk.1,attn_k,HTP0,244,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,26,SET_ROWS,cache_k_l1 (view),f16,HTP0,Kcur-1 (view),HTP0,1,blk.1,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,27,SET_ROWS,cache_v_l1 (view),f16,HTP0,Vcur-1 (view),HTP0,1,blk.1,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,28,FLASH_ATTN_EXT,__fattn__-1,f32,HTP0,Qcur-1 (view) (permuted),HTP0,1,blk.1,attn_q,HTP0,265,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,29,MUL_MAT,attn_out-1,f32,HTP0,blk.1.attn_output.weight,HTP0-REPACK,1,blk.1,attn_output,HTP0,487,92,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,30,RMS_NORM,norm-1,f32,HTP0,attn_out-1,HTP0,1,blk.1,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,31,ADD,ffn_inp-1,f32,HTP0,attn_post_norm-1,HTP0,1,blk.1,norm,HTP0,224,5,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,32,MUL_MAT,ffn_gate-1,f32,HTP0,blk.1.ffn_gate.weight,HTP0-REPACK,1,blk.1,ffn_gate,HTP0,832,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,33,MUL_MAT,ffn_up-1,f32,HTP0,blk.1.ffn_up.weight,HTP0-REPACK,1,blk.1,ffn_up,HTP0,853,385,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,34,GLU,ffn_swiglu-1,f32,HTP0,ffn_gate-1,HTP0,1,blk.1,ffn_gate,HTP0,710,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,35,MUL_MAT,ffn_out-1,f32,HTP0,blk.1.ffn_down.weight,HTP0-REPACK,1,blk.1,ffn_down,HTP0,879,177,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,36,RMS_NORM,norm,f32,HTP0,ffn_out-1,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,37,ADD,l_out-1,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,227,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,38,MUL_MAT,Qcur-2,f32,HTP0,blk.2.attn_q.weight,HTP0-REPACK,2,blk.2,attn_q,HTP0,15,151,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,39,MUL_MAT,Vcur-2,f32,HTP0,blk.2.attn_v.weight,HTP0-REPACK,2,blk.2,attn_v,HTP0,243,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,40,MUL_MAT,Kcur-2,f32,HTP0,blk.2.attn_k.weight,HTP0-REPACK,2,blk.2,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,41,RMS_NORM,norm-2,f32,HTP0,Qcur-2,HTP0,2,blk.2,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,42,ROPE,Qcur-2,f32,HTP0,Qcur_normed-2,HTP0,2,blk.2,attn_q,HTP0,15,151,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,43,RMS_NORM,norm-2,f32,HTP0,Kcur-2,HTP0,2,blk.2,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,44,ROPE,Kcur-2,f32,HTP0,Kcur_normed-2,HTP0,2,blk.2,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,45,SET_ROWS,cache_k_l2 (view),f16,HTP0,Kcur-2 (view),HTP0,2,blk.2,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,46,SET_ROWS,cache_v_l2 (view),f16,HTP0,Vcur-2 (view),HTP0,2,blk.2,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,47,FLASH_ATTN_EXT,__fattn__-2,f32,HTP0,Qcur-2 (view) (permuted),HTP0,2,blk.2,attn_q,HTP0,265,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,48,MUL_MAT,attn_out-2,f32,HTP0,blk.2.attn_output.weight,HTP0-REPACK,2,blk.2,attn_output,HTP0,487,91,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,49,RMS_NORM,norm-2,f32,HTP0,attn_out-2,HTP0,2,blk.2,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,50,ADD,ffn_inp-2,f32,HTP0,attn_post_norm-2,HTP0,2,blk.2,norm,HTP0,224,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,51,MUL_MAT,ffn_gate-2,f32,HTP0,blk.2.ffn_gate.weight,HTP0-REPACK,2,blk.2,ffn_gate,HTP0,829,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,52,MUL_MAT,ffn_up-2,f32,HTP0,blk.2.ffn_up.weight,HTP0-REPACK,2,blk.2,ffn_up,HTP0,854,393,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,53,GLU,ffn_swiglu-2,f32,HTP0,ffn_gate-2,HTP0,2,blk.2,ffn_gate,HTP0,705,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,54,MUL_MAT,ffn_out-2,f32,HTP0,blk.2.ffn_down.weight,HTP0-REPACK,2,blk.2,ffn_down,HTP0,879,178,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,55,RMS_NORM,norm,f32,HTP0,ffn_out-2,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,56,ADD,l_out-2,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,225,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,57,MUL_MAT,Qcur-3,f32,HTP0,blk.3.attn_q.weight,HTP0-REPACK,3,blk.3,attn_q,HTP0,16,138,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,58,MUL_MAT,Vcur-3,f32,HTP0,blk.3.attn_v.weight,HTP0-REPACK,3,blk.3,attn_v,HTP0,236,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,59,MUL_MAT,Kcur-3,f32,HTP0,blk.3.attn_k.weight,HTP0-REPACK,3,blk.3,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,60,RMS_NORM,norm-3,f32,HTP0,Qcur-3,HTP0,3,blk.3,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,61,ROPE,Qcur-3,f32,HTP0,Qcur_normed-3,HTP0,3,blk.3,attn_q,HTP0,16,138,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,62,RMS_NORM,norm-3,f32,HTP0,Kcur-3,HTP0,3,blk.3,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,63,ROPE,Kcur-3,f32,HTP0,Kcur_normed-3,HTP0,3,blk.3,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,64,SET_ROWS,cache_k_l3 (view),f16,HTP0,Kcur-3 (view),HTP0,3,blk.3,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,65,SET_ROWS,cache_v_l3 (view),f16,HTP0,Vcur-3 (view),HTP0,3,blk.3,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,66,FLASH_ATTN_EXT,__fattn__-3,f32,HTP0,Qcur-3 (view) (permuted),HTP0,3,blk.3,attn_q,HTP0,268,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,67,MUL_MAT,attn_out-3,f32,HTP0,blk.3.attn_output.weight,HTP0-REPACK,3,blk.3,attn_output,HTP0,489,94,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,68,RMS_NORM,norm-3,f32,HTP0,attn_out-3,HTP0,3,blk.3,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,69,ADD,ffn_inp-3,f32,HTP0,attn_post_norm-3,HTP0,3,blk.3,norm,HTP0,230,6,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,70,MUL_MAT,ffn_gate-3,f32,HTP0,blk.3.ffn_gate.weight,HTP0-REPACK,3,blk.3,ffn_gate,HTP0,838,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,71,MUL_MAT,ffn_up-3,f32,HTP0,blk.3.ffn_up.weight,HTP0-REPACK,3,blk.3,ffn_up,HTP0,852,408,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,72,GLU,ffn_swiglu-3,f32,HTP0,ffn_gate-3,HTP0,3,blk.3,ffn_gate,HTP0,700,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,73,MUL_MAT,ffn_out-3,f32,HTP0,blk.3.ffn_down.weight,HTP0-REPACK,3,blk.3,ffn_down,HTP0,887,212,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,74,RMS_NORM,norm,f32,HTP0,ffn_out-3,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,75,ADD,l_out-3,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,228,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,76,MUL_MAT,Qcur-4,f32,HTP0,blk.4.attn_q.weight,HTP0-REPACK,4,blk.4,attn_q,HTP0,15,139,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,77,MUL_MAT,Vcur-4,f32,HTP0,blk.4.attn_v.weight,HTP0-REPACK,4,blk.4,attn_v,HTP0,256,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,78,MUL_MAT,Kcur-4,f32,HTP0,blk.4.attn_k.weight,HTP0-REPACK,4,blk.4,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,79,RMS_NORM,norm-4,f32,HTP0,Qcur-4,HTP0,4,blk.4,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,80,ROPE,Qcur-4,f32,HTP0,Qcur_normed-4,HTP0,4,blk.4,attn_q,HTP0,15,139,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,81,RMS_NORM,norm-4,f32,HTP0,Kcur-4,HTP0,4,blk.4,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,82,ROPE,Kcur-4,f32,HTP0,Kcur_normed-4,HTP0,4,blk.4,attn_k,HTP0,240,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,83,SET_ROWS,cache_k_l4 (view),f16,HTP0,Kcur-4 (view),HTP0,4,blk.4,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,84,SET_ROWS,cache_v_l4 (view),f16,HTP0,Vcur-4 (view),HTP0,4,blk.4,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,85,FLASH_ATTN_EXT,__fattn__-4,f32,HTP0,Qcur-4 (view) (permuted),HTP0,4,blk.4,attn_q,HTP0,269,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,86,MUL_MAT,attn_out-4,f32,HTP0,blk.4.attn_output.weight,HTP0-REPACK,4,blk.4,attn_output,HTP0,494,94,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,87,RMS_NORM,norm-4,f32,HTP0,attn_out-4,HTP0,4,blk.4,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,88,ADD,ffn_inp-4,f32,HTP0,attn_post_norm-4,HTP0,4,blk.4,norm,HTP0,215,5,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,89,MUL_MAT,ffn_gate-4,f32,HTP0,blk.4.ffn_gate.weight,HTP0-REPACK,4,blk.4,ffn_gate,HTP0,832,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,90,MUL_MAT,ffn_up-4,f32,HTP0,blk.4.ffn_up.weight,HTP0-REPACK,4,blk.4,ffn_up,HTP0,850,379,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,91,GLU,ffn_swiglu-4,f32,HTP0,ffn_gate-4,HTP0,4,blk.4,ffn_gate,HTP0,698,10,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,92,MUL_MAT,ffn_out-4,f32,HTP0,blk.4.ffn_down.weight,HTP0-REPACK,4,blk.4,ffn_down,HTP0,884,207,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,93,RMS_NORM,norm,f32,HTP0,ffn_out-4,HTP0,,norm,norm,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,94,ADD,l_out-4,f32,HTP0,ffn_post_norm,HTP0,,ffn_post_norm,norm,HTP0,227,2,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,95,MUL_MAT,Qcur-5,f32,HTP0,blk.5.attn_q.weight,HTP0-REPACK,5,blk.5,attn_q,HTP0,16,153,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,96,MUL_MAT,Vcur-5,f32,HTP0,blk.5.attn_v.weight,HTP0-REPACK,5,blk.5,attn_v,HTP0,248,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,97,MUL_MAT,Kcur-5,f32,HTP0,blk.5.attn_k.weight,HTP0-REPACK,5,blk.5,attn_k,HTP0,241,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,98,RMS_NORM,norm-5,f32,HTP0,Qcur-5,HTP0,5,blk.5,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,99,ROPE,Qcur-5,f32,HTP0,Qcur_normed-5,HTP0,5,blk.5,attn_q,HTP0,16,153,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,100,RMS_NORM,norm-5,f32,HTP0,Kcur-5,HTP0,5,blk.5,attn_output,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,101,ROPE,Kcur-5,f32,HTP0,Kcur_normed-5,HTP0,5,blk.5,attn_k,HTP0,241,7,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,102,SET_ROWS,cache_k_l5 (view),f16,HTP0,Kcur-5 (view),HTP0,5,blk.5,attn_k,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,103,SET_ROWS,cache_v_l5 (view),f16,HTP0,Vcur-5 (view),HTP0,5,blk.5,attn_v,HTP0,,,확인불가,HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
Q8_0,HTP0,104,FLASH_ATTN_EXT,__fattn__-5,f32,HTP0,Qcur-5 (view) (permuted),HTP0,5,blk.5,attn_q,HTP0,263,,profile-op(name),HTP op-fusion 가능(dst 1개에 여러 matmul 융합) — 값은 융합그룹 기준일 수 있음
